machine_id,machine_type,plant,line,age_years,criticality,timestamp,shift,machine_status,load_pct,temperature_c,vibration_mm_s,humidity_pct,pressure_bar,energy_kwh,failure_mode,anomaly_flag,downtime_risk,maintenance_required,predicted_rul_hours,health_score
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 22:04:00,C,Running,73.1,87.68,41.98,64.1,4.28,4.18,None,0,0,0,375.8,79.4
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 22:09:00,C,Running,70.7,80.03,44.39,47.51,4.21,3.66,None,0,0,0,483.7,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 22:14:00,C,Idle,30.6,60.47,39.98,37.4,4.4,4.24,None,0,0,0,456.9,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 22:19:00,C,Idle,11.5,66.38,42.23,33.97,3.91,3.11,None,0,0,0,503.7,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 22:24:00,C,Running,80.4,59.41,41.81,47.15,3.5,4.35,None,0,0,0,562.0,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 22:29:00,C,Idle,5.0,67.19,36.06,36.71,4.74,3.08,None,0,0,0,486.3,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 22:34:00,C,Running,68.5,73.19,35.31,37.74,4.6,4.97,None,0,0,0,487.6,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 22:39:00,C,Running,54.7,66.84,35.7,42.64,4.42,4.66,None,0,0,0,497.5,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 22:44:00,C,Idle,31.6,62.64,47.53,36.5,4.11,4.78,None,0,0,0,457.6,84.5
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 22:49:00,C,Running,63.3,64.8,29.63,45.33,4.16,6.06,None,0,0,0,474.4,80.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 22:54:00,C,Running,58.5,74.45,35.02,39.56,4.85,4.1,None,0,0,0,462.7,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 22:59:00,C,Idle,20.7,61.96,35.95,41.02,3.78,5.5,None,0,0,0,440.6,83.7
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 23:04:00,C,Idle,17.7,67.31,38.82,36.62,3.16,3.78,None,0,0,0,455.4,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 23:09:00,C,Idle,18.7,81.0,54.49,41.62,4.18,5.08,Bearing Wear,0,0,0,382.2,76.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 23:14:00,C,Idle,23.9,63.24,52.05,51.32,4.61,4.16,None,0,0,0,476.0,80.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 23:19:00,C,Idle,32.9,69.68,39.63,47.19,4.94,3.87,None,0,0,0,495.2,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 23:24:00,C,Idle,9.9,73.06,34.35,36.47,3.93,3.52,None,0,0,0,485.5,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 23:29:00,C,Running,82.2,90.49,37.01,48.34,4.09,5.67,Overheating,0,0,0,362.8,72.1
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 23:34:00,C,Running,77.7,85.72,40.54,38.42,3.35,4.83,None,0,0,0,436.3,81.3
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 23:39:00,C,Running,67.6,74.95,39.36,38.56,4.15,5.57,None,0,0,0,450.3,83.3
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 23:44:00,C,Running,74.8,68.23,46.93,45.38,3.48,2.84,None,0,0,0,475.4,85.1
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 23:49:00,C,Idle,19.9,52.78,23.37,36.14,3.52,4.97,None,0,0,0,439.1,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 23:54:00,C,Idle,24.5,65.68,50.41,47.05,3.94,4.26,None,0,0,0,488.2,81.6
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-04 23:59:00,C,Running,57.9,70.34,44.7,41.21,4.39,4.26,None,0,0,0,512.8,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 00:04:00,C,Running,71.5,75.82,44.65,37.73,3.63,5.82,None,0,0,0,416.7,81.6
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 00:09:00,C,Running,60.8,85.23,42.34,41.71,4.08,4.77,None,0,0,0,407.6,81.8
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 00:14:00,C,Idle,6.8,65.66,46.37,37.34,4.08,4.16,None,0,0,0,462.7,85.7
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 00:19:00,C,Idle,26.9,67.87,33.52,49.1,3.99,4.78,None,0,0,0,531.8,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 00:24:00,C,Running,85.0,74.0,39.41,34.62,4.35,3.97,None,0,0,0,490.3,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 00:29:00,C,Running,87.1,70.15,38.22,35.58,4.06,5.32,None,0,0,0,469.0,84.9
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 00:34:00,C,Running,52.2,78.94,30.96,47.13,4.27,4.06,None,0,0,0,459.3,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 00:39:00,C,Running,81.1,82.7,47.08,52.0,4.7,2.74,None,0,0,0,480.1,82.3
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 00:44:00,C,Running,64.1,91.46,41.99,54.74,4.28,4.81,None,0,0,0,357.4,75.6
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 00:49:00,C,Idle,25.9,76.81,41.83,38.64,4.1,4.15,None,0,0,0,489.5,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 00:54:00,C,Idle,18.7,63.22,44.36,37.75,3.49,3.83,None,0,0,0,543.3,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 00:59:00,C,Running,75.2,68.37,49.8,36.25,3.96,4.76,None,0,0,0,472.5,82.2
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 01:04:00,C,Idle,27.9,59.05,33.34,45.88,4.08,3.38,None,0,0,0,529.1,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 01:09:00,C,Idle,27.3,67.39,49.4,53.26,4.57,5.47,None,0,0,0,395.4,79.5
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 01:14:00,C,Running,78.1,72.07,43.76,37.71,5.39,4.97,None,0,0,0,450.5,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 01:19:00,C,Idle,28.4,69.17,46.59,37.01,4.44,3.71,None,0,0,0,491.5,85.4
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 01:24:00,C,Idle,18.1,65.09,39.45,46.65,4.19,4.6,None,0,0,0,500.0,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 01:29:00,C,Idle,5.0,52.34,39.89,51.22,4.08,4.12,None,0,0,0,485.8,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 01:34:00,C,Running,61.9,74.97,59.62,40.91,3.47,3.97,None,0,0,0,355.2,72.4
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 01:39:00,C,Running,72.0,89.14,41.1,40.98,3.59,5.87,None,0,0,0,341.5,72.1
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 01:44:00,C,Running,88.4,80.39,27.7,52.14,4.3,5.66,None,0,0,0,455.2,82.3
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 01:49:00,C,Idle,25.8,59.79,28.49,37.77,4.51,3.76,None,0,0,0,490.4,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 01:54:00,C,Idle,27.9,58.42,41.06,34.84,3.91,4.19,None,0,0,0,492.2,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 01:59:00,C,Running,69.2,73.52,37.48,47.68,4.22,3.25,None,0,0,0,478.3,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 02:04:00,C,Idle,27.4,65.02,40.42,48.05,3.76,2.78,None,0,0,0,485.4,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 02:09:00,C,Running,56.8,90.6,48.78,47.16,4.1,4.63,None,0,0,0,367.1,72.7
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 02:14:00,C,Running,67.2,71.98,43.27,40.57,3.17,5.2,None,0,0,0,451.9,85.7
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 02:19:00,C,Running,64.0,76.59,36.6,51.97,4.14,5.51,None,0,0,0,415.8,83.6
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 02:24:00,C,Idle,5.0,66.39,21.04,40.22,3.29,3.21,None,0,0,0,457.2,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 02:29:00,C,Running,83.1,85.5,40.56,47.08,3.7,4.7,None,0,0,0,444.0,81.5
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 02:34:00,C,Idle,10.2,66.33,32.47,29.81,4.59,4.34,None,0,0,0,484.3,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 02:39:00,C,Idle,8.6,71.23,21.82,42.3,3.6,3.66,None,0,0,0,530.4,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 02:44:00,C,Running,53.0,83.22,41.43,36.64,4.85,3.75,None,0,0,0,446.9,83.8
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 02:49:00,C,Idle,26.0,55.35,47.64,49.35,4.04,4.77,None,0,0,0,458.9,84.4
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 02:54:00,C,Idle,22.8,65.52,28.44,31.41,3.72,3.12,None,0,0,0,476.9,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 02:59:00,C,Idle,9.7,72.13,47.91,37.71,4.4,4.3,Bearing Wear,0,0,0,467.5,84.1
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 03:04:00,C,Idle,7.4,78.7,34.41,45.79,3.67,4.66,None,0,0,0,533.0,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 03:09:00,C,Idle,14.3,52.33,47.8,28.19,4.42,3.68,None,0,0,0,419.4,84.2
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 03:14:00,C,Running,76.4,78.98,34.1,42.54,4.62,4.75,None,0,0,0,506.9,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 03:19:00,C,Idle,25.8,71.77,44.94,50.59,3.79,3.55,None,0,0,0,496.0,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 03:24:00,C,Idle,16.7,61.43,36.71,46.65,4.17,2.8,None,0,0,0,507.8,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 03:29:00,C,Running,92.4,77.48,40.9,33.78,4.35,5.94,None,0,0,0,462.7,80.8
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 03:34:00,C,Running,68.1,85.01,43.55,41.43,3.42,4.98,None,0,0,0,456.5,82.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 03:39:00,C,Running,84.1,79.65,48.41,50.17,4.23,5.18,None,0,0,0,437.6,82.4
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 03:44:00,C,Idle,23.1,78.0,42.97,31.68,3.54,5.04,None,0,0,0,463.5,86.8
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 03:49:00,C,Idle,20.3,65.43,31.37,40.14,3.98,2.56,None,0,0,0,519.0,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 03:54:00,C,Idle,28.9,74.38,36.72,30.84,4.42,4.56,None,0,0,0,472.8,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 03:59:00,C,Idle,33.0,71.52,34.86,43.45,3.88,3.85,None,0,0,0,482.1,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 04:04:00,C,Idle,5.0,66.56,34.54,39.81,3.48,5.56,None,0,0,0,495.1,83.3
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 04:09:00,C,Idle,31.5,78.59,25.26,41.06,4.15,3.01,None,0,0,0,458.3,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 04:14:00,C,Idle,8.5,73.39,36.71,51.95,4.39,3.38,None,0,0,0,511.1,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 04:19:00,C,Running,93.3,62.94,34.21,40.54,3.81,4.04,None,0,0,0,477.0,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 04:24:00,C,Idle,30.8,65.53,37.26,44.23,4.2,4.07,None,0,0,0,476.2,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 04:29:00,C,Idle,8.0,78.7,43.05,40.81,3.67,3.96,None,0,0,0,508.1,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 04:34:00,C,Idle,45.8,84.84,40.55,39.82,3.5,3.97,None,0,0,0,480.3,82.2
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 04:39:00,C,Idle,31.0,73.21,43.69,43.53,4.28,3.75,None,0,0,0,496.0,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 04:44:00,C,Running,81.7,83.31,46.52,37.46,4.58,4.52,None,0,0,0,453.3,82.2
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 04:49:00,C,Idle,15.8,64.82,32.27,48.64,3.33,3.59,None,0,0,0,489.3,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 04:54:00,C,Idle,15.3,75.05,39.82,43.52,3.44,5.01,None,0,0,0,458.0,86.9
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 04:59:00,C,Idle,36.8,58.57,38.01,40.98,4.05,3.51,None,0,0,0,472.0,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 05:04:00,C,Idle,23.6,64.54,72.71,45.31,3.88,4.25,Bearing Wear,1,0,0,240.9,59.3
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 05:09:00,C,Idle,13.4,74.79,35.61,43.75,3.03,3.24,None,0,0,0,503.8,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 05:14:00,C,Running,67.8,70.36,30.65,41.99,4.57,3.96,None,0,0,0,498.0,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 05:19:00,C,Idle,32.6,83.96,45.14,47.37,4.34,4.03,None,0,0,0,503.7,82.9
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 05:24:00,C,Running,71.1,73.78,48.51,47.9,3.42,5.12,None,0,0,0,456.1,82.7
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 05:29:00,C,Idle,21.9,85.64,46.48,52.79,5.09,2.62,None,0,0,0,402.3,79.9
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 05:34:00,C,Running,75.7,85.03,41.91,33.03,4.67,4.01,None,0,0,0,459.0,82.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 05:39:00,C,Running,65.7,75.7,38.32,47.83,4.32,3.78,None,0,0,0,509.4,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 05:44:00,C,Idle,31.6,70.63,45.03,51.76,3.39,4.13,None,0,0,0,519.4,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 05:49:00,C,Running,74.0,75.91,40.16,35.53,4.25,3.29,None,0,0,0,492.2,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 05:54:00,C,Idle,25.1,75.2,39.06,50.88,4.05,3.77,None,0,0,0,471.8,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 05:59:00,C,Running,79.9,82.53,39.65,32.2,3.32,4.22,None,0,0,0,381.7,84.5
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 06:04:00,A,Running,71.3,71.28,40.9,50.23,3.81,5.75,None,0,0,0,486.8,82.1
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 06:09:00,A,Running,86.6,70.85,49.15,44.72,4.47,5.18,None,0,0,0,444.7,81.7
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 06:14:00,A,Running,87.9,70.59,50.32,34.44,4.21,5.18,None,0,0,0,392.2,80.5
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 06:19:00,A,Running,72.9,66.96,42.53,26.92,5.01,4.0,None,0,0,0,491.5,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 06:24:00,A,Running,67.5,71.99,47.54,38.72,3.89,4.47,None,0,0,0,503.5,84.5
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 06:29:00,A,Running,64.8,89.32,41.48,30.11,3.54,3.48,None,0,0,0,386.5,77.7
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 06:34:00,A,Idle,5.0,65.2,31.48,40.06,4.11,3.01,None,0,0,0,499.0,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 06:39:00,A,Idle,19.9,70.03,44.28,40.85,2.64,4.75,Pressure Leak,0,0,0,491.2,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 06:44:00,A,Idle,14.8,75.82,38.38,51.09,4.21,4.2,None,0,0,0,470.5,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 06:49:00,A,Running,71.9,67.39,34.76,42.69,3.83,4.36,None,0,0,0,492.9,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 06:54:00,A,Running,60.4,71.38,46.0,42.7,4.32,3.57,None,0,0,0,515.1,86.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 06:59:00,A,Running,77.5,66.61,60.29,42.75,2.19,4.53,Pressure Leak,0,0,0,371.8,71.7
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 07:04:00,A,Running,92.4,84.64,38.66,47.29,4.27,3.75,None,0,0,0,468.3,82.4
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 07:09:00,A,Running,89.4,73.86,47.35,44.85,3.94,5.31,None,0,0,0,453.2,82.7
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 07:14:00,A,Running,91.7,67.44,30.48,46.13,4.61,5.78,None,0,0,0,435.2,81.9
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 07:19:00,A,Running,74.8,80.11,37.56,48.52,4.56,5.21,None,0,0,0,486.2,85.5
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 07:24:00,A,Running,62.3,64.11,42.52,46.91,4.71,4.69,None,0,0,0,495.0,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 07:29:00,A,Running,53.4,69.42,42.41,56.05,3.82,3.89,None,0,0,0,537.4,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 07:34:00,A,Running,67.9,85.15,36.09,37.16,3.59,4.35,None,0,0,0,455.6,81.9
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 07:39:00,A,Running,72.9,71.19,33.47,36.85,3.55,4.63,None,0,0,0,491.6,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 07:44:00,A,Idle,28.3,71.96,40.04,30.25,4.21,4.17,None,0,0,0,503.5,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 07:49:00,A,Running,81.7,60.66,41.19,46.31,4.36,5.88,None,0,0,0,454.7,81.2
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 07:54:00,A,Running,87.4,82.57,49.62,45.8,3.48,7.59,Electrical Overload,1,0,0,318.2,62.6
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 07:59:00,A,Running,59.8,72.59,40.17,41.97,5.57,3.4,None,0,0,0,509.9,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 08:04:00,A,Running,67.4,78.02,37.75,38.79,3.97,3.53,None,0,0,0,537.0,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 08:09:00,A,Running,65.6,74.76,44.91,42.67,3.86,4.87,None,0,0,0,532.6,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 08:14:00,A,Running,82.6,75.82,41.19,40.42,3.33,4.14,None,0,0,0,481.8,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 08:19:00,A,Idle,5.0,74.96,23.5,35.77,3.68,1.71,None,0,0,0,478.8,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 08:24:00,A,Running,84.1,83.66,45.45,45.29,4.44,4.58,None,0,0,0,455.4,82.9
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 08:29:00,A,Running,64.4,66.86,39.32,34.96,3.78,3.56,None,0,0,0,450.3,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 08:34:00,A,Running,72.2,79.05,38.43,44.4,4.1,4.93,None,0,0,0,539.4,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 08:39:00,A,Running,77.8,73.45,40.32,41.69,4.44,4.76,None,0,0,0,503.6,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 08:44:00,A,Idle,31.6,71.54,32.57,31.78,4.44,4.0,None,0,0,0,524.1,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 08:49:00,A,Running,68.8,64.06,45.92,40.71,4.47,3.91,None,0,0,0,474.5,86.1
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 08:54:00,A,Running,74.0,70.27,50.45,39.9,2.22,6.24,Pressure Leak,0,0,0,325.6,73.3
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 08:59:00,A,Running,87.0,65.26,34.96,46.15,3.41,3.82,None,0,0,0,470.9,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 09:04:00,A,Running,67.3,55.79,47.43,39.27,4.92,3.39,None,0,0,0,466.9,84.6
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 09:09:00,A,Running,61.8,67.19,30.64,37.99,4.22,4.61,None,0,0,0,501.2,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 09:14:00,A,Running,56.5,69.56,50.57,42.99,3.98,4.34,None,0,0,0,473.9,81.5
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 09:19:00,A,Running,59.6,74.41,43.21,48.84,3.4,4.95,Pressure Leak,0,0,0,515.9,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 09:24:00,A,Running,66.7,77.79,31.76,45.03,3.77,6.49,None,0,0,0,367.2,77.1
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 09:29:00,A,Running,68.5,78.76,39.77,43.15,3.61,3.04,None,0,0,0,456.6,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 09:34:00,A,Running,54.3,69.53,44.1,51.16,4.23,3.44,None,0,0,0,520.7,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 09:39:00,A,Idle,18.3,64.55,35.84,38.0,3.6,3.51,None,0,0,0,480.9,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 09:44:00,A,Running,66.4,66.24,33.79,47.3,3.88,2.98,None,0,0,0,498.6,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 09:49:00,A,Idle,22.6,74.88,41.75,35.38,3.98,4.45,None,0,0,0,485.1,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 09:54:00,A,Running,65.6,74.33,45.21,23.28,4.59,4.43,None,0,0,0,474.4,86.8
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 09:59:00,A,Running,75.9,73.97,35.44,41.67,3.67,4.19,None,0,0,0,523.5,87.0
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 10:04:00,A,Running,69.4,86.88,38.23,40.6,4.02,4.58,None,0,0,0,393.9,80.2
MCH-0008,PressMachine,Bengaluru EV Plant,Line B,10.8,Low,2026-06-05 10:09:00,A,Running,84.6,85.14,48.34,62.54,3.84,4.79,Humidity Exposure,0,0,0,427.3,78.6
